restaurant_ID,User_ID,Comment_Content,Rating,comment_time
C3_376560000A_000381,5035,就是一般餐館的服務，味道一般，稍微有點吵雜。,3,2026-04-27 01:50:04
C3_376560000A_000381,5036,環境髒亂，品質堪憂，服務生態度惡劣。,1,2025-09-01 11:36:15
C3_376500000A_000077,5037,隔音不太好，調味偏重鹹，服務態度冷淡。,2,2025-08-31 04:02:33
C3_376500000A_000077,5038,餐點挺不錯的，態度良好，氛圍不錯。,4,2026-02-06 21:37:04
C3_376500000A_000077,5039,表現中規中矩，適合隨便吃吃，態度一般。,3,2025-10-06 11:12:20
C3_376500000A_000077,5040,桌子沒擦乾淨，品質堪憂，結帳時等超久。,1,2026-03-24 11:31:36
C3_376550000A_000110,5041,完全不理會客人，很不新鮮，有異味。,1,2025-05-12 23:18:59
C3_376550000A_000110,5042,不太合胃口，處理速度慢，環境稍微雜亂。,2,2025-12-16 08:55:53
C3_376550000A_000110,5043,氣氛滿分，料理非常有水準，賓至如歸。,5,2026-04-26 06:54:21
C3_376550000A_000110,5044,空間稍微擁擠，反應速度普通，還可以。,3,2026-04-11 22:45:40
C3_376600000A_000011,5045,招牌主餐必點，工作人員很專業，裝潢很有質感。,5,2025-08-26 23:58:16
C3_376600000A_000011,5046,服務生態度惡劣，桌子沒擦乾淨，品質堪憂。,1,2025-06-25 12:08:15
C3_376600000A_000011,5047,氛圍不錯，上菜速度控制得宜，相當紮實。,4,2026-02-15 18:13:20
C3_382000000A_206230,5048,口感很好，氛圍不錯，服務專業。,4,2025-05-05 08:48:31
C3_382000000A_206230,5049,品質堪憂，感受不到尊重，桌子沒擦乾淨。,1,2025-12-22 07:57:10
C3_382000000A_206230,5050,氣氛滿分，食材非常新鮮，效率很高。,5,2025-12-02 21:20:12
C3_382000000A_206117,5051,服務親切到位，每一道菜都令人驚艷，環境優雅舒適。,5,2026-02-08 13:05:49
C3_382000000A_206117,5052,令人失望，完全不理會客人，蟑螂出沒。,1,2025-10-04 01:10:56
C3_382000000A_206117,5053,整體感覺舒適，態度良好，餐點挺不錯的。,4,2026-04-17 07:05:18
C3_A15010100H_000682,5054,很不新鮮，環境髒亂，服務生態度惡劣。,1,2026-03-08 16:04:40
C3_A15010100H_000682,5055,環境乾淨整潔，口味算中上，服務專業。,4,2025-09-24 22:59:44
C3_A15010100H_000682,5056,環境優雅舒適，感受得到店家的用心，每一道菜都令人驚艷。,5,2026-03-31 01:04:36
C3_A15010100H_000682,5057,環境稍微雜亂，處理速度慢，不太合胃口。,2,2025-05-24 08:02:50
C3_371020000A_000323,5058,態度一般，不算驚艷，裝潢一般。,3,2026-03-11 10:53:05
C3_371020000A_000323,5059,隔音不太好，不太合胃口，等餐等太久了。,2,2025-10-24 15:53:04
C3_371020000A_000323,5060,氛圍不錯，相當紮實，態度良好。,4,2025-10-09 08:50:16
C3_371020000A_000323,5061,很不新鮮，桌子沒擦乾淨，體驗極差。,1,2025-05-25 01:01:25
C3_376490000A_000850,5062,地板感覺黏黏的，調味偏重鹹，工作人員沒什麼耐心。,2,2026-03-05 08:34:10
C3_376490000A_000850,5063,感受不到尊重，品質堪憂，蟑螂出沒。,1,2025-10-16 19:37:12
C3_376490000A_000850,5064,稍微有點吵雜，味道一般，反應速度普通。,3,2025-12-24 19:19:51
C3_376490000A_000850,5065,食材非常新鮮，工作人員很專業，很適合約會或慶生。,5,2026-03-21 00:58:46
C3_376430000A_000112,5066,有點擁擠，食材新鮮度普通，工作人員沒什麼耐心。,2,2025-09-07 20:14:53
C3_376430000A_000112,5067,態度一般，不算驚艷，環境普通。,3,2025-12-20 05:27:22
C3_376430000A_000112,5068,結帳時等超久，桌子沒擦乾淨，很不新鮮。,1,2025-12-06 15:15:50
C3_376430000A_000112,5069,氣氛滿分，每一道菜都令人驚艷，賓至如歸。,5,2026-03-13 07:16:31
C3_395000000A_001064,5070,調味偏重鹹，服務態度冷淡，油煙味有點重。,2,2026-01-01 01:12:03
C3_395000000A_001064,5071,空間明亮乾淨，效率很高，食材非常新鮮。,5,2026-03-30 05:52:28
C3_395000000A_001064,5072,不算驚艷，服務一般，裝潢一般。,3,2025-07-09 16:35:35
C3_376430000A_001941,5073,沒什麼缺點，稍微有點吵雜，不算驚艷。,3,2026-02-11 20:30:11
C3_376430000A_001941,5074,不太合胃口，服務品質不穩，地板感覺黏黏的。,2,2025-05-20 21:51:07
C3_376430000A_001941,5075,適合聚餐，口感很好，回覆需求很快。,4,2025-09-28 00:18:38
C3_376430000A_001941,5076,服務親切到位，料理非常有水準，氣氛滿分。,5,2025-05-27 05:24:22
C3_371020000A_000375,5077,環境乾淨整潔，餐點挺不錯的，上菜速度控制得宜。,4,2025-05-21 00:07:28
C3_371020000A_000375,5078,環境髒亂，味道奇怪，完全不理會客人。,1,2025-08-01 04:28:08
C3_371020000A_000375,5079,賓至如歸，氣氛滿分，每一道菜都令人驚艷。,5,2026-04-11 00:06:50
C3_376600000A_000180,5080,餐點挺不錯的，位子算寬敞，表現穩健。,4,2025-05-12 08:39:58
C3_376600000A_000180,5081,衛生待加強，結帳時等超久，品質堪憂。,1,2025-10-13 02:39:06
C3_376600000A_000180,5082,空間明亮乾淨，味道非常道地，服務親切到位。,5,2025-12-18 23:37:41
C3_376580000A_000146,5083,食材非常新鮮，裝潢很有質感，賓至如歸。,5,2025-06-18 11:38:30
C3_376580000A_000146,5084,表現穩健，口感很好，整體感覺舒適。,4,2025-09-25 21:18:02
C3_376580000A_000146,5085,令人失望，完全不理會客人，環境髒亂。,1,2025-12-11 06:31:42
C3_395000000A_002231,5086,令人失望，蟑螂出沒，完全不理會客人。,1,2025-07-02 00:18:14
C3_395000000A_002231,5087,沒有特別突出的地方，態度一般，空間稍微擁擠。,3,2025-06-25 18:27:22
C3_395000000A_002231,5088,在水準之上，服務專業，環境乾淨整潔。,4,2025-10-16 19:48:09
C3_376430000A_001943,5089,空間稍微擁擠，不算驚艷，態度一般。,3,2025-05-14 16:32:06
C3_376430000A_001943,5090,服務態度冷淡，隔音不太好，有待改進。,2,2025-08-17 04:34:19
C3_376430000A_001943,5091,上菜速度控制得宜，餐點挺不錯的，環境乾淨整潔。,4,2026-04-17 03:35:34
C3_376430000A_001943,5092,味道非常道地，環境優雅舒適，服務親切到位。,5,2026-04-09 00:00:48
C3_376490000A_001438,5093,反應速度普通，還可以，適合隨便吃吃。,3,2025-09-14 01:52:39
C3_376490000A_001438,5094,品質堪憂，環境髒亂，感受不到尊重。,1,2025-06-09 19:31:46
C3_376490000A_001438,5095,服務態度冷淡，有待改進，地板感覺黏黏的。,2,2025-11-30 14:46:08
C3_376550000A_000376,5096,環境乾淨整潔，口感很好，態度良好。,4,2026-04-21 03:56:16
C3_376550000A_000376,5097,完全不理會客人，衛生待加強，完全不行。,1,2025-08-30 01:53:49
C3_376550000A_000376,5098,感受得到店家的用心，味道非常道地，空間明亮乾淨。,5,2025-06-24 03:49:56
C3_376550000A_000376,5099,反應速度普通，不算驚艷，適合隨便吃吃。,3,2026-02-13 21:59:00
C3_376450000A_000129,5100,服務親切到位，味道非常道地，很適合約會或慶生。,5,2025-08-08 16:44:09
C3_376450000A_000129,5101,口感很好，上菜速度控制得宜，位子算寬敞。,4,2025-05-26 06:18:30
C3_376450000A_000129,5102,稍微有點吵雜，態度一般，沒有特別突出的地方。,3,2025-10-16 08:19:05
C3_376580000A_000035,5103,每一道菜都令人驚艷，賓至如歸，空間明亮乾淨。,5,2025-11-14 16:56:23
C3_376580000A_000035,5104,有待改進，隔音不太好，處理速度慢。,2,2025-12-07 06:43:14
C3_376580000A_000035,5105,在水準之上，位子算寬敞，上菜速度控制得宜。,4,2025-12-15 01:14:16
C3_376580000A_000035,5106,桌子沒擦乾淨，完全不理會客人，味道奇怪。,1,2026-03-13 05:06:50
C3_376550000A_000443,5107,空間明亮乾淨，工作人員很專業，每一道菜都令人驚艷。,5,2025-11-08 17:51:43
C3_376550000A_000443,5108,品質堪憂，感受不到尊重，桌子沒擦乾淨。,1,2025-11-26 03:21:51
C3_376550000A_000443,5109,服務一般，味道一般，裝潢一般。,3,2025-08-08 17:31:58
C3_376550000A_000443,5110,整體感覺舒適，餐點挺不錯的，服務專業。,4,2025-10-21 11:42:15
C3_A15010100H_000210,5111,不算驚艷，沒什麼缺點，空間稍微擁擠。,3,2026-04-19 04:30:38
C3_A15010100H_000210,5112,有待改進，等餐等太久了，隔音不太好。,2,2025-05-28 23:25:36
C3_A15010100H_000210,5113,感受不到尊重，味道奇怪，蟑螂出沒。,1,2026-04-25 09:32:26
C3_382000000A_208032,5114,沒什麼缺點，空間稍微擁擠，還可以。,3,2025-07-08 03:09:53
C3_382000000A_208032,5115,不如預期，服務態度冷淡，油煙味有點重。,2,2026-04-18 06:14:32
C3_382000000A_208032,5116,空間明亮乾淨，賓至如歸，料理非常有水準。,5,2025-05-04 15:18:08
C3_A15010100H_000016,5117,表現中規中矩，就是一般餐館的服務，適合隨便吃吃。,3,2025-06-18 03:07:55
C3_A15010100H_000016,5118,招牌主餐必點，效率很高，環境優雅舒適。,5,2025-05-15 20:27:26
C3_A15010100H_000016,5119,等餐等太久了，不如預期，有點擁擠。,2,2025-11-04 07:52:54
C3_A15010100H_000016,5120,相當紮實，氛圍不錯，態度良好。,4,2025-11-03 00:41:07
C3_382000000A_207576,5121,表現中規中矩，反應速度普通，環境普通。,3,2025-09-06 08:30:24
C3_382000000A_207576,5122,整體感覺舒適，態度良好，口味算中上。,4,2026-02-13 03:58:56
C3_382000000A_207576,5123,環境髒亂，服務生態度惡劣，品質堪憂。,1,2025-08-04 07:41:20
C3_382000000A_207576,5124,等餐等太久了，環境稍微雜亂，不如預期。,2,2025-11-14 15:48:26
C3_387000000A_003703,5125,不如預期，服務態度冷淡，隔音不太好。,2,2025-08-24 12:01:16
C3_387000000A_003703,5126,態度一般，表現中規中矩，環境普通。,3,2026-01-24 09:19:30
C3_387000000A_003703,5127,適合聚餐，上菜速度控制得宜，口味算中上。,4,2025-11-19 16:04:08
C3_387000000A_003703,5128,衛生待加強，服務生態度惡劣，味道奇怪。,1,2025-08-11 23:44:39
C3_395000000A_002029,5129,有待改進，等餐等太久了，隔音不太好。,2,2026-03-10 12:30:20
C3_395000000A_002029,5130,還可以，適合隨便吃吃，態度一般。,3,2025-05-05 12:16:36
C3_395000000A_002029,5131,適合聚餐，態度良好，相當紮實。,4,2025-05-22 11:39:06
C3_382000000A_206275,5132,每一道菜都令人驚艷，很適合約會或慶生，賓至如歸。,5,2025-07-15 10:19:19
C3_382000000A_206275,5133,表現穩健，位子算寬敞，口味算中上。,4,2025-12-05 07:51:13
C3_382000000A_206275,5134,桌子沒擦乾淨，完全不行，感受不到尊重。,1,2025-10-15 16:48:36
C3_376540000A_000400,5135,反應速度普通，不算驚艷，環境普通。,3,2026-03-20 16:52:44
C3_376540000A_000400,5136,氣氛滿分，賓至如歸，味道非常道地。,5,2025-07-12 09:28:30
C3_376540000A_000400,5137,表現穩健，位子算寬敞，口味算中上。,4,2026-04-27 05:57:37
C3_376540000A_000400,5138,地板感覺黏黏的，調味偏重鹹，工作人員沒什麼耐心。,2,2025-09-07 03:38:32
C3_376470000A_000187,5139,服務專業，在水準之上，整體感覺舒適。,4,2026-03-15 08:32:08
C3_376470000A_000187,5140,完全不理會客人，衛生待加強，味道奇怪。,1,2025-09-29 18:51:27
C3_376470000A_000187,5141,調味偏重鹹，環境稍微雜亂，處理速度慢。,2,2025-08-08 14:01:43
C3_376470000A_000187,5142,服務一般，適合隨便吃吃，不算驚艷。,3,2026-04-20 16:15:31
C3_376490000A_000890,5143,口味算中上，態度良好，位子算寬敞。,4,2026-03-05 22:40:55
C3_376490000A_000890,5144,不太合胃口，服務態度冷淡，環境稍微雜亂。,2,2025-12-31 23:17:02
C3_376490000A_000890,5145,環境優雅舒適，食材非常新鮮，賓至如歸。,5,2025-10-30 04:26:47
C3_376490000A_000890,5146,很不新鮮，感受不到尊重，衛生待加強。,1,2026-04-03 09:53:56
C3_376490000A_000877,5147,氣氛滿分，效率很高，料理非常有水準。,5,2026-01-27 12:55:22
C3_376490000A_000877,5148,等餐等太久了，調味偏重鹹，地板感覺黏黏的。,2,2025-12-12 16:57:42
C3_376490000A_000877,5149,回覆需求很快，整體感覺舒適，口感很好。,4,2026-03-04 02:43:50
C3_395000000A_001616,5150,調味偏重鹹，油煙味有點重，服務態度冷淡。,2,2025-10-07 18:15:40
C3_395000000A_001616,5151,不算驚艷，裝潢一般，反應速度普通。,3,2026-03-23 00:40:41
C3_395000000A_001616,5152,氣氛滿分，食材非常新鮮，賓至如歸。,5,2025-06-15 00:57:07
C3_387000000A_004058,5153,食材新鮮度普通，油煙味有點重，服務態度冷淡。,2,2025-07-09 10:07:29
C3_387000000A_004058,5154,餐點挺不錯的，環境乾淨整潔，回覆需求很快。,4,2025-11-13 06:00:57
C3_387000000A_004058,5155,令人失望，感受不到尊重，有異味。,1,2025-09-16 20:29:35
C3_387000000A_004058,5156,效率很高，味道非常道地，很適合約會或慶生。,5,2025-10-25 05:17:10
C3_387000000A_000124,5157,油煙味有點重，食材新鮮度普通，服務品質不穩。,2,2026-03-09 00:24:09
C3_387000000A_000124,5158,味道奇怪，環境髒亂，感受不到尊重。,1,2026-03-06 17:36:17
C3_387000000A_000124,5159,在水準之上，回覆需求很快，整體感覺舒適。,4,2025-05-16 12:34:30
C3_387000000A_000124,5160,就是一般餐館的服務，環境普通，不算驚艷。,3,2026-02-13 14:36:09
C3_376600000A_000233,5161,味道非常道地，效率很高，空間明亮乾淨。,5,2026-01-19 22:21:57
C3_376600000A_000233,5162,反應速度普通，味道一般，空間稍微擁擠。,3,2025-07-24 01:16:40
C3_376600000A_000233,5163,有點擁擠，處理速度慢，調味偏重鹹。,2,2025-11-19 08:57:32
C3_376600000A_000233,5164,品質堪憂，環境髒亂，結帳時等超久。,1,2025-10-16 11:23:54
C3_A15010100H_001065,5165,地板感覺黏黏的，有待改進，服務態度冷淡。,2,2025-07-20 14:51:20
C3_A15010100H_001065,5166,服務親切到位，招牌主餐必點，空間明亮乾淨。,5,2026-04-28 18:58:04
C3_A15010100H_001065,5167,環境髒亂，品質堪憂，服務生態度惡劣。,1,2025-05-14 21:31:52
C3_376490000A_000968,5168,服務品質不穩，有待改進，油煙味有點重。,2,2025-09-24 06:32:29
C3_376490000A_000968,5169,品質堪憂，體驗極差，環境髒亂。,1,2025-11-20 03:17:00
C3_376490000A_000968,5170,食材非常新鮮，感受得到店家的用心，空間明亮乾淨。,5,2025-05-16 06:47:42
C3_395000000A_001947,5171,油煙味有點重，服務品質不穩，調味偏重鹹。,2,2026-04-16 16:11:22
C3_395000000A_001947,5172,空間稍微擁擠，味道一般，態度一般。,3,2026-01-30 19:44:20
C3_395000000A_001947,5173,環境髒亂，令人失望，完全不理會客人。,1,2025-11-06 20:44:19
C3_395000000A_001947,5174,適合聚餐，餐點挺不錯的，回覆需求很快。,4,2025-06-03 13:44:53
C3_376430000A_001926,5175,感受得到店家的用心，裝潢很有質感，招牌主餐必點。,5,2025-09-08 15:23:54
C3_376430000A_001926,5176,品質堪憂，體驗極差，環境髒亂。,1,2025-12-27 09:53:34
C3_376430000A_001926,5177,工作人員沒什麼耐心，油煙味有點重，食材新鮮度普通。,2,2025-10-11 16:29:17
C3_382000000A_206113,5178,很適合約會或慶生，效率很高，料理非常有水準。,5,2025-10-12 09:30:59
C3_382000000A_206113,5179,態度良好，氛圍不錯，口味算中上。,4,2025-05-17 05:05:20
C3_382000000A_206113,5180,不算驚艷，適合隨便吃吃，沒什麼缺點。,3,2025-10-03 05:14:30
C3_382000000A_206113,5181,蟑螂出沒，很不新鮮，結帳時等超久。,1,2025-07-16 04:57:20
C3_376430000A_000327,5182,回覆需求很快，口感很好，位子算寬敞。,4,2026-01-04 06:35:17
C3_376430000A_000327,5183,賓至如歸，料理非常有水準，裝潢很有質感。,5,2026-01-24 19:32:05
C3_376430000A_000327,5184,等餐等太久了，調味偏重鹹，隔音不太好。,2,2025-09-01 16:22:55
C3_376430000A_000327,5185,還可以，裝潢一般，態度一般。,3,2025-07-09 22:50:01
C3_382000000A_208427,5186,上菜速度控制得宜，氛圍不錯，餐點挺不錯的。,4,2026-04-16 15:44:59
C3_382000000A_208427,5187,服務親切到位，料理非常有水準，裝潢很有質感。,5,2025-09-05 14:49:39
C3_382000000A_208427,5188,裝潢一般，服務一般，沒有特別突出的地方。,3,2025-09-01 08:18:57
C3_395000000A_006531,5189,沒有特別突出的地方，就是一般餐館的服務，稍微有點吵雜。,3,2025-09-17 11:23:44
C3_395000000A_006531,5190,環境乾淨整潔，在水準之上，態度良好。,4,2025-12-27 03:08:57
C3_395000000A_006531,5191,效率很高，很適合約會或慶生，味道非常道地。,5,2025-07-16 09:08:18
C3_376600000A_000294,5192,工作人員很專業，招牌主餐必點，氣氛滿分。,5,2025-11-14 20:43:05
C3_376600000A_000294,5193,地板感覺黏黏的，處理速度慢，調味偏重鹹。,2,2025-08-16 05:29:25
C3_376600000A_000294,5194,適合隨便吃吃，味道一般，沒什麼缺點。,3,2025-05-22 15:36:17
C3_376430000A_000551,5195,調味偏重鹹，隔音不太好，等餐等太久了。,2,2025-10-19 04:12:38
C3_376430000A_000551,5196,環境髒亂，很不新鮮，體驗極差。,1,2025-09-13 03:55:26
C3_376430000A_000551,5197,不算驚艷，服務一般，環境普通。,3,2025-08-16 04:54:06
C3_376470000A_000006,5198,感受不到尊重，品質堪憂，環境髒亂。,1,2025-08-02 09:07:50
C3_376470000A_000006,5199,在水準之上，適合聚餐，態度良好。,4,2025-10-30 01:36:07
C3_376470000A_000006,5200,不如預期，地板感覺黏黏的，工作人員沒什麼耐心。,2,2025-10-15 23:08:51
C3_376470000A_000006,5201,工作人員很專業，很適合約會或慶生，食材非常新鮮。,5,2026-03-20 09:09:55
C3_387000000A_004808,5202,在水準之上，環境乾淨整潔，態度良好。,4,2025-08-17 17:41:16
C3_387000000A_004808,5203,環境髒亂，結帳時等超久，很不新鮮。,1,2026-02-11 15:16:01
C3_387000000A_004808,5204,服務品質不穩，地板感覺黏黏的，有待改進。,2,2026-01-14 00:13:23
C3_376560000A_000404,5205,工作人員很專業，每一道菜都令人驚艷，氣氛滿分。,5,2025-08-26 20:57:31
C3_376560000A_000404,5206,整體感覺舒適，在水準之上，服務專業。,4,2025-11-07 15:49:36
C3_376560000A_000404,5207,服務一般，稍微有點吵雜，表現中規中矩。,3,2026-04-01 13:56:39
C3_376560000A_000404,5208,處理速度慢，隔音不太好，不太合胃口。,2,2025-10-29 17:00:16
C3_382000000A_207485,5209,環境稍微雜亂，食材新鮮度普通，工作人員沒什麼耐心。,2,2025-06-22 11:49:12
C3_382000000A_207485,5210,氛圍不錯，口感很好，回覆需求很快。,4,2025-08-18 15:09:10
C3_382000000A_207485,5211,適合隨便吃吃，態度一般，還可以。,3,2026-01-29 12:47:31
C3_382000000A_207485,5212,完全不行，衛生待加強，服務生態度惡劣。,1,2025-07-02 14:04:52
C3_376560000A_000720,5213,衛生待加強，品質堪憂，完全不理會客人。,1,2025-08-03 04:51:04
C3_376560000A_000720,5214,調味偏重鹹，工作人員沒什麼耐心，隔音不太好。,2,2025-06-09 04:34:29
C3_376560000A_000720,5215,表現穩健，整體感覺舒適，口味算中上。,4,2026-02-21 02:47:20
C3_376580000A_000132,5216,適合隨便吃吃，還可以，服務一般。,3,2025-11-05 11:22:04
C3_376580000A_000132,5217,表現穩健，口感很好，氛圍不錯。,4,2025-09-11 20:54:52
C3_376580000A_000132,5218,味道非常道地，環境優雅舒適，感受得到店家的用心。,5,2025-08-14 20:42:40
C3_A15010200H_000133,5219,工作人員沒什麼耐心，有待改進，有點擁擠。,2,2026-02-07 08:47:59
C3_A15010200H_000133,5220,很適合約會或慶生，賓至如歸，味道非常道地。,5,2025-09-08 01:43:25
C3_A15010200H_000133,5221,就是一般餐館的服務，適合隨便吃吃，還可以。,3,2025-10-03 01:46:01
C3_A15010200H_000133,5222,衛生待加強，品質堪憂，結帳時等超久。,1,2026-02-23 14:25:09
C3_395000000A_002196,5223,環境普通，還可以，就是一般餐館的服務。,3,2025-11-03 16:34:55
C3_395000000A_002196,5224,氛圍不錯，表現穩健，口感很好。,4,2025-06-20 05:33:33
C3_395000000A_002196,5225,處理速度慢，食材新鮮度普通，環境稍微雜亂。,2,2025-08-19 16:06:11
C3_395000000A_002196,5226,每一道菜都令人驚艷，很適合約會或慶生，效率很高。,5,2025-11-06 19:25:23
C3_376490000A_001227,5227,效率很高，招牌主餐必點，環境優雅舒適。,5,2025-10-05 19:13:26
C3_376490000A_001227,5228,表現中規中矩，空間稍微擁擠，反應速度普通。,3,2025-07-03 15:16:59
C3_376490000A_001227,5229,調味偏重鹹，工作人員沒什麼耐心，隔音不太好。,2,2025-12-31 17:54:08
C3_376490000A_001227,5230,品質堪憂，環境髒亂，完全不理會客人。,1,2025-07-09 18:43:05
C3_376490000A_001104,5231,空間稍微擁擠，沒有特別突出的地方，沒什麼缺點。,3,2025-10-29 12:33:18
C3_376490000A_001104,5232,地板感覺黏黏的，服務態度冷淡，不如預期。,2,2025-05-10 16:35:21
C3_376490000A_001104,5233,有異味，完全不理會客人，很不新鮮。,1,2025-09-24 10:02:51
C3_376490000A_001104,5234,適合聚餐，口感很好，態度良好。,4,2025-06-09 05:13:48
C3_A15010200H_000026,5235,相當紮實，位子算寬敞，表現穩健。,4,2025-09-13 17:36:17
C3_A15010200H_000026,5236,適合隨便吃吃，表現中規中矩，態度一般。,3,2025-09-04 07:20:40
C3_A15010200H_000026,5237,桌子沒擦乾淨，味道奇怪，結帳時等超久。,1,2026-04-04 18:56:03
C3_A15010200H_000026,5238,處理速度慢，有點擁擠，不太合胃口。,2,2025-07-11 11:32:41
C3_376550000A_000870,5239,等餐等太久了，調味偏重鹹，環境稍微雜亂。,2,2025-10-15 05:06:05
C3_376550000A_000870,5240,反應速度普通，味道一般，裝潢一般。,3,2025-10-19 22:54:00
C3_376550000A_000870,5241,餐點挺不錯的，回覆需求很快，氛圍不錯。,4,2025-06-20 10:53:07
C3_376550000A_000870,5242,很適合約會或慶生，料理非常有水準，效率很高。,5,2025-12-04 07:11:19
C3_A15010600H_000045,5243,不算驚艷，適合隨便吃吃，態度一般。,3,2025-06-06 20:39:51
C3_A15010600H_000045,5244,每一道菜都令人驚艷，環境優雅舒適，感受得到店家的用心。,5,2026-02-25 11:34:52
C3_A15010600H_000045,5245,餐點挺不錯的，氛圍不錯，表現穩健。,4,2026-01-15 20:22:37
C3_A15010600H_000045,5246,味道奇怪，體驗極差，衛生待加強。,1,2025-09-21 17:36:18
C3_376600000A_000097,5247,態度一般，稍微有點吵雜，不算驚艷。,3,2026-04-01 10:42:44
C3_376600000A_000097,5248,蟑螂出沒，感受不到尊重，完全不行。,1,2025-06-08 17:40:26
C3_376600000A_000097,5249,空間明亮乾淨，料理非常有水準，賓至如歸。,5,2026-02-24 21:50:39
C3_382000000A_207336,5250,賓至如歸，每一道菜都令人驚艷，裝潢很有質感。,5,2026-01-05 06:06:03
C3_382000000A_207336,5251,氛圍不錯，在水準之上，回覆需求很快。,4,2025-06-18 10:19:40
C3_382000000A_207336,5252,環境髒亂，服務生態度惡劣，味道奇怪。,1,2025-06-05 07:08:35
C3_382000000A_207569,5253,服務品質不穩，有點擁擠，不如預期。,2,2025-12-03 02:34:24
C3_382000000A_207569,5254,味道奇怪，感受不到尊重，有異味。,1,2026-02-02 20:13:57
C3_382000000A_207569,5255,稍微有點吵雜，味道一般，反應速度普通。,3,2025-10-19 16:24:42
C3_382000000A_207569,5256,食材非常新鮮，服務親切到位，環境優雅舒適。,5,2026-01-13 12:39:14
C3_376490000A_000894,5257,氣氛滿分，每一道菜都令人驚艷，效率很高。,5,2026-02-19 05:51:31
C3_376490000A_000894,5258,結帳時等超久，有異味，很不新鮮。,1,2026-04-25 00:36:24
C3_376490000A_000894,5259,餐點挺不錯的，位子算寬敞，服務專業。,4,2025-08-19 07:47:21
