ID,Name,Description,Add,Tel,CoverImage,TagsStr,PriceLevel,AvgPrice,City,Town,ServiceTime,Parking,Payment,Website,GoogleMap,Px,Py,Region,Google_Status,Google_Reviews,Google_Photos,Place_ID,desc_len,V6_2_Description,Category,Tags,Cosine_Score,Confidence_Percent,Refined_Text
C3_376500000A_000077,竹林樓,傳承自奮起湖的山野美味，現由第二代於中埔深耕十八年，成為當地名氣最響的指標山產店。店內以阿里山泉水製作的國宴級豆腐最為聞名，其「紅燒豆腐」與「白切雞」是饕客不容錯過的招牌首選。,嘉義縣中埔鄉和美村中山路五段452號,886-5-2301001,,,$$,458.0,嘉義縣,中埔鄉,11:00~21:00,請參考周邊路邊停車格或收費停車場,Cash,https://hoppietw.pixnet.net/blog/posts/10026386207,https://www.google.com/maps/search/?api=1&query=%E7%AB%B9%E6%9E%97%E6%A8%93%20%E5%98%89%E7%BE%A9%E7%B8%A3%E4%B8%AD%E5%9F%94%E9%84%89%E5%92%8C%E7%BE%8E%E6%9D%91%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%BA%94%E6%AE%B5452%E8%99%9F,120.4633,23.45173,South,Active/Open,610.0,10.0,ChIJoZqfm2-UbjQR4bLdgtRZ1BI,,【竹林樓】。嘉義縣中埔鄉。特色店家。中價位餐廳。主打名氣與白切，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色店家,"{'category': '特色店家', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6621,54.54,【竹林樓】。嘉義縣中埔鄉。特色店家。中價位餐廳。主打名氣與白切，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376550000A_000110,莎莉經典美食餐廳,莎莉經典美食是一家歐式風味的餐廳，以義大利麵為主推餐飲，另備有旗艦級排餐，主廚的廚藝定能使您吮指回味，同時獲得味蕾、嗅感、視覺等三大幸福滿足。莎莉經典美食是位於建國路上的一幢三樓式明亮建築，門口兩棵來自非洲的紅露刺兜樹極為顯眼，每天45度角的陽光從大片的落地櫥窗斜照進來，映照從咖啡杯裡氤氳而起的濃濃咖啡香，在東部的太平洋海岸，您就是在享受『莎莉經典美食所提供的陽光、咖啡、海洋、義大利風』的幸福氛圍。本餐廳一樓可容納30人同時用餐，二樓餐區則可容納66人，亦附有包廂，並提供免費停車場和無線上網服務。本餐廳二樓採光明亮、寬敞舒適，最適合「機關、社團、公司、學校老師和同學舉辦聚餐活動』。我們也提供外燴的服務，我們承辦過開幕酒會；在花蓮，莎莉經典美食的歐式菜餚、西式糕點等各項服務品質，深受各界好評，所以『西式餐會找莎莉，享受美食最道地』，歡迎您多多利用。,花蓮縣花蓮市建國路105號,886-3-8323405,,,$,205.0,花蓮縣,花蓮市,07:30am~09:30pm,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/sSarlees/?locale=zh_TW,https://www.google.com/maps/search/?api=1&query=%E8%8E%8E%E8%8E%89%E7%B6%93%E5%85%B8%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%BB%BA%E5%9C%8B%E8%B7%AF105%E8%99%9F,121.6027,23.98349,East,Active/Open,,,ChIJGY5m37ifaDQRY8BWLS0J2_w,,【莎莉經典美食餐廳】。花蓮縣花蓮市。特色餐廳。義式料理。平價實惠。主打義大利麵與義大利風，空間呈現親子友善空間風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$', 'is_late_night': False}",0.6606,53.96,【莎莉經典美食餐廳】。花蓮縣花蓮市。特色餐廳。義式料理。平價實惠。主打義大利麵與義大利風，空間呈現親子友善空間風格，適合家庭聚餐，在地庶民風味。
C3_376600000A_000011,真北平餐廳,創業於民國五十二年的「真北平餐廳」，是嘉義享譽全國的北方佳餚指標。走進裝潢素雅的空間，迎接您的是傳承超過一甲子的職人精神。餐廳早期便以名揚全國的北平烤鴨奠定基石，如今更將經營版圖擴展至經典火鍋與手工餃類**。我們在守護傳統北方風味的同時，不斷注入創意，堅持讓每位賓客都能在優雅的環境中，吃得開心更吃得健康，是老饕造訪嘉義時絕不可錯過的優質首選。,嘉義市東區吳鳳南路405號,886-5-2286659,,,$$$,198.0,嘉義市,東區,,請參考周邊路邊停車格或收費停車場,Cash,http://cpp.taipei/,https://www.google.com/maps/search/?api=1&query=%E7%9C%9F%E5%8C%97%E5%B9%B3%E9%A4%90%E5%BB%B3%20%E5%98%89%E7%BE%A9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%90%B3%E9%B3%B3%E5%8D%97%E8%B7%AF405%E8%99%9F,120.45596,23.46337,South,,,,ChIJz_s4rJ6pQjQR6rNclhlf3JU,,【真北平餐廳】。嘉義市東區。特色餐廳。精緻高價。主打餃類與指標，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$$', 'is_late_night': False}",0.6604,53.88,【真北平餐廳】。嘉義市東區。特色餐廳。精緻高價。主打餃類與指標，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。
C3_382000000A_206230,舜德農莊休閒餐廳,位於深坑外環道下、文山路一段的舜德農莊，是一間擁有傳統美味料理、山產的山莊餐廳。擁有上千隻自家養殖的放山雞，以天然穀物、玉米餵食，讓山雞肉質堅實富彈性、甘甜可口，是深坑難得一見的自家放山雞料理。舜德擁有寬敞的戶外座位，燈光極富設計感、給人眼睛一亮的舒適感受，一年四季還可以聞到自然的花鄉由四處飄來；室內座位更有包廂，讓顧客歡唱KTV，無論筵席或一般家庭聚餐桌菜皆適合。一到假日便人潮絡繹不絕，供應的料理有深坑傳統的豆腐料理、山產、時蔬、合菜等，歡迎您蒞臨品嚐。,新北市222深坑區文山路一段62巷35號,"886-2-26648888,886226622952",,,$$,2454.0,新北市,深坑區,週一~週五11:00-14:00－17:00-21:00（供餐時間到20:00)週六~週日11:00-21:00(週二休),請參考周邊路邊停車格或收費停車場,Cash,http://zhundhe.eatingout.com.tw/,https://www.google.com/maps/search/?api=1&query=%E8%88%9C%E5%BE%B7%E8%BE%B2%E8%8E%8A%E4%BC%91%E9%96%92%E9%A4%90%E5%BB%B3%20%E6%96%B0%E5%8C%97%E5%B8%82222%E6%B7%B1%E5%9D%91%E5%8D%80%E6%96%87%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B562%E5%B7%B735%E8%99%9F,121.62193,25.00072,North,Active/Open,,,ChIJX9tfgitVXTQRGqRf4ZF2-no,230.0,【舜德農莊休閒餐廳】。新北市深坑區。特色餐廳。中式台式。中價位餐廳。主打放山雞與顧客，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6546,51.73,【舜德農莊休閒餐廳】。新北市深坑區。特色餐廳。中式台式。中價位餐廳。主打放山雞與顧客，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_382000000A_206117,泰味廚房,提起板橋的平價泰國菜，位於民生路二段的泰味廚房可說是當地老饕們的最愛，南洋風情與巧思妙藝，在餐廳裡除了一般常見的泰國美食，還有難得一見的南洋料理，用餐、宴客都能嚐出主廚的用心。通常消費者耳熟能詳的泰國菜，以椒麻雞、月亮蝦餅、蝦醬空心菜、涼拌海鮮、咖哩飯…等菜色最常見到，由於泰國與滇、緬接鄰，飲食習慣接近，這類型菜色在滇緬餐館也都能發現。不過，泰味廚房的泰式料理則更有南洋風，酸、辣的配料搭得極好，其中椒麻雞、香蘭葉包雞、泰北辣拌豬肉、泰式炒河粉都是這裡的招牌菜，來此必點必嚐。,新北市220板橋區中山路二段42號,886-2-29622230,,,$$,207.0,新北市,板橋區,"11:00~14:30,( 六、日 午餐延長至15:00 休息 )17:00~21:30",請參考周邊路邊停車格或收費停車場,Cash,https://f1250879.wixsite.com/andythai,https://www.google.com/maps/search/?api=1&query=%E6%B3%B0%E5%91%B3%E5%BB%9A%E6%88%BF%20%E6%96%B0%E5%8C%97%E5%B8%82220%E6%9D%BF%E6%A9%8B%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%BA%8C%E6%AE%B542%E8%99%9F,121.47304,25.01523,North,Active/Open,,,ChIJyQkboCapQjQRx2CeqkSfCGA,,【泰味廚房】。新北市板橋區。特色餐廳。中價位餐廳。主打空心菜與椒麻雞，空間呈現浪漫約會風格，浪漫約會氛圍，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6536,51.35,【泰味廚房】。新北市板橋區。特色餐廳。中價位餐廳。主打空心菜與椒麻雞，空間呈現浪漫約會風格，浪漫約會氛圍，在地庶民風味。
C3_A15010100H_000682,都蘭義大利披薩 Dulan A Mano Pizza,A-JO&rsquo;(正確發音近：A-YO)Pizza 位於台東縣東河鄉都蘭橋附近，主廚Michelle來自義大利，因為喜愛衝浪而來到台東，後來也決定在台東生活。由於過去從母親手藝以及餐廳工作經驗裡習得了一手製作pizza的美味技術，所以期望提供乾淨的用餐環境、健康的食材以及美味的義式pizza和台東在地人分享！Michelle中文多是自學的方式，店內的Pizza菜單看板由自己親手製成，中英文皆有；如果對於食材和口味有疑惑，用心的Michelle也會耐心的一一回答客人的問題。店內Pizza 口味約7種，有較平易、在地人可接受的基本口味，也有傳統的義大利披薩口味，香氣濃郁、十足飽足感，堪稱都蘭小鎮的新興異國美食。,臺東縣959東河鄉都蘭村459-2號（台11線144.8公里處）,886-9-00413622,,,$$,391.0,臺東縣,東河鄉,週六~週三 11:30 - 14:00 、 17:30 - 20:30週五 17:30 - 20:30，週四公休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/antteodulan?mibextid=LQQJ4d,https://www.google.com/maps/search/?api=1&query=%E9%83%BD%E8%98%AD%E7%BE%A9%E5%A4%A7%E5%88%A9%E6%8A%AB%E8%96%A9%20Dulan%20A%20Mano%20Pizza%20%E8%87%BA%E6%9D%B1%E7%B8%A3959%E6%9D%B1%E6%B2%B3%E9%84%89%E9%83%BD%E8%98%AD%E6%9D%91459-2%E8%99%9F%EF%BC%88%E5%8F%B011%E7%B7%9A144.8%E5%85%AC%E9%87%8C%E8%99%95%EF%BC%89,121.23137,22.87955,East,Active/Open,628.0,10.0,ChIJUbD3y_GibzQRgbU7xUEtVzg,,【都蘭義大利披薩 Dulan A Mano Pizza】。臺東縣東河鄉。特色餐廳。義式料理。中價位餐廳。主打問題與客人，空間呈現微醺餐酒氣息風格，浪漫約會氛圍，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6529,51.09,【都蘭義大利披薩 Dulan A Mano Pizza】。臺東縣東河鄉。特色餐廳。義式料理。中價位餐廳。主打問題與客人，空間呈現微醺餐酒氣息風格，浪漫約會氛圍，在地庶民風味。
C3_371020000A_000323,阡湖餐廳,在地老饕喜愛的餐館，以在地食材及海鮮為主，因家人從事養殖漁業，所以每天都能提供鮮美的海鮮食材。老闆對魚料理特別在行，例如:油炸鐮齒，這種在地種魚，水分及軟骨膠質很多，有甜味，所以在油炸時要控制溫度，烹煮手腳要快，魚肉多汁軟嫩，是來阡湖必嚐的美食。另外，金門傳統的功夫菜─宴菜，以及以酒糟餵食生產、鹿茸酒滷製的鵪鶉蛋更是一絕，搭配老闆秘製的洛神花茶，保證去油解膩，暢意滿足！,金門縣金城鎮金門城5號之1,886-82-320912,,,$$,220.0,金門縣,金城鎮,暫無資料,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/p/%E9%98%A1%E6%B9%96%E9%A4%90%E5%BB%B3-100063531202369/,https://www.google.com/maps/search/?api=1&query=%E9%98%A1%E6%B9%96%E9%A4%90%E5%BB%B3%20%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E9%8E%AE%E9%87%91%E9%96%80%E5%9F%8E5%E8%99%9F%E4%B9%8B1,118.30851,24.40099,Islands,Active/Open,217.0,10.0,ChIJrYw0NPqhFDQR6uH5eTXw278,,【阡湖餐廳】。金門縣金城鎮。特色餐廳。中價位餐廳。主打海鮮與魚肉，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.65,50.01,【阡湖餐廳】。金門縣金城鎮。特色餐廳。中價位餐廳。主打海鮮與魚肉，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376490000A_000850,川龍食堂,厚工兼幼路 — 三百餘年古蹟旁的手路菜雲林土庫媽祖廟的對面，正是當地著名「碧蘭阿嬤」的手路菜店「川龍食堂」。紅糟肉軟嫩甜鮮之外，更保留無外來文化影響的原產美味──「最難台菜－扁魚白菜鍋」。清雅有致、香味層次鮮明，真正是雲林無雙！,土庫鎮中山路165巷9號,886-5-6622548,,,$,249.0,雲林縣,土庫鎮,10:30-14:00；16:00-19:30二公休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/ChuanLongShinTang,https://www.google.com/maps/search/?api=1&query=%E5%B7%9D%E9%BE%8D%E9%A3%9F%E5%A0%82%20%E5%9C%9F%E5%BA%AB%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF165%E5%B7%B79%E8%99%9F,120.3886,23.67614,Central,Active/Open,,,ChIJwRu-p1e6bjQROjX177lfz5Y,114.0,【川龍食堂】。雲林縣土庫鎮。特色餐廳。平價實惠。主打手路菜店與白菜鍋，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$', 'is_late_night': False}",0.6489,49.57,【川龍食堂】。雲林縣土庫鎮。特色餐廳。平價實惠。主打手路菜店與白菜鍋，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376430000A_000112,八方園客家餐館,坐落於蓊鬱綠意中的「八方園」，是一間由復古三合院老房子打造而成的休閒餐廳，更被譽為桃園地區首屈一指的客家菜料理達人。在這裡，您可以在古色古香的庭院或戶外用餐區，品嚐道地且令人聞香下馬的經典客家菜，更有無限供應的懷舊番薯飯。飽餐後，移步至景觀平台，伴隨草香啜飲一杯濃茶或咖啡，在懷舊的建築氛圍中享受悠閒的午後時光，宛如置身美食的人間仙境。,桃園市326楊梅區校前路580號,886-3-4784735,,,$$,259.0,桃園市,楊梅區,平日11:00~14:00、16:30~20:30。假日11:00~14:30、16:30~20:30。週一公休,附停車場,Cash,https://www.facebook.com/bafung8,https://www.google.com/maps/search/?api=1&query=%E5%85%AB%E6%96%B9%E5%9C%92%E5%AE%A2%E5%AE%B6%E9%A4%90%E9%A4%A8%20%E6%A1%83%E5%9C%92%E5%B8%82326%E6%A5%8A%E6%A2%85%E5%8D%80%E6%A0%A1%E5%89%8D%E8%B7%AF580%E8%99%9F,121.14673,24.89442,North,Active/Open,,,ChIJ27u5SkA7aDQRNZ-Rs8hmPuY,,【八方園客家餐館】。桃園市楊梅區。特色餐廳。中式台式。中價位餐廳。主打客家菜與濃茶，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6471,48.92,【八方園客家餐館】。桃園市楊梅區。特色餐廳。中式台式。中價位餐廳。主打客家菜與濃茶，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。
C3_395000000A_001064,大鋤花間,這座坐落於台南東山、由廢墟農舍翻修而成的職人莊園，完美實踐了從種子到杯中的精品咖啡精神。在雲霧繚繞的露台品味甘醇咖啡與特色龍眼乾點心，不僅能飽覽壯闊的山巒景色，更能感受老闆回歸山林的純粹情懷。,臺南市733東山區高原里109-17號,886-6-6864350,,,$$,675.0,臺南市,東山區,週一~週五10:00~18:00週六、日10:00~21:00，週二休息,請參考周邊路邊停車格或收費停車場,Cash,http://coffeedachu.com/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%8B%A4%E8%8A%B1%E9%96%93%20%E8%87%BA%E5%8D%97%E5%B8%82733%E6%9D%B1%E5%B1%B1%E5%8D%80%E9%AB%98%E5%8E%9F%E9%87%8C109-17%E8%99%9F,120.50138,23.28408,South,Active/Open,2755.0,10.0,ChIJ6-g_IcKMbjQR9aC9Xl8n9O4,,【大鋤花間】。臺南市東山區。咖啡廳。中價位餐廳。主打點心與情懷，空間呈現坐擁絕佳景觀風格，浪漫約會氛圍，坐擁絕佳景觀。,咖啡廳,"{'category': '咖啡廳', 'scenario': ['浪漫約會氛圍', '坐擁絕佳景觀'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6437,47.65,【大鋤花間】。臺南市東山區。咖啡廳。中價位餐廳。主打點心與情懷，空間呈現坐擁絕佳景觀風格，浪漫約會氛圍，坐擁絕佳景觀。
C3_376430000A_001941,天水海鮮館(原北海岸),2016海客之都認證餐廳推薦菜色：東方冰鎮美人魚、五味中卷自小在阿婆、母親的耳濡目染下，原北海岸第三代經營者黃老闆，對餐飲有著很深厚的情感，並立下長大要當廚師的願望。在逐夢的過程中，他決定學歷和經歷並行，於是填上餐飲科系進修，透過學術的磨練和實務的經驗，幾年下來，參與許多大大小小的比賽，曾於許多知名餐廳服務，但在家中亟需人手的情況下，毅然回到家鄉努力。 賦予老菜色新的生命力有鑑於一般海產店常見的菜色，黃老闆做了相當的修正，他將過去的所學揉合阿婆的味道、媽媽的味道，以貼近顧客的心再研發。使用自己獨特燒製的醬料烹煮的招牌糖醋魚是一絕，黃老闆透露，這道菜最畫龍點睛的地方在於，起鍋時要加入一點酸醋，這是很道地客家菜方法，此舉使一些較不敢吃海鮮的小朋友，常被這股酸甜味所吸引，好吃又開胃。黃老闆表示，舉凡桂花爆炒沙母、空心菜炒XO干貝醬、椒鹽蝦、清蒸石斑等都是他的的拿手好菜，歡迎大...,桃園市327新屋區中山西路三段1165號A13、A18(永安漁港觀光漁市熟食區),886-9-19972932,,,$$,310.0,桃園市,新屋區,09:00~20:00 (每個月第二、第四個星期一公休),請參考周邊路邊停車格或收費停車場,Cash,https://travel.tycg.gov.tw/zh-tw/consume/detail/1941,https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E6%B0%B4%E6%B5%B7%E9%AE%AE%E9%A4%A8%28%E5%8E%9F%E5%8C%97%E6%B5%B7%E5%B2%B8%29%20%E6%A1%83%E5%9C%92%E5%B8%82327%E6%96%B0%E5%B1%8B%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%A5%BF%E8%B7%AF%E4%B8%89%E6%AE%B51165%E8%99%9FA13%E3%80%81A18%28%E6%B0%B8%E5%AE%89%E6%BC%81%E6%B8%AF%E8%A7%80%E5%85%89%E6%BC%81%E5%B8%82%E7%86%9F%E9%A3%9F%E5%8D%80%29,121.01579,24.98772,North,Active/Open,126.0,10.0,ChIJAe4kP_QuaDQRKXvg9VlSCQQ,,【天水海鮮館(原北海岸)】。桃園市新屋區。特色餐廳。中式台式。中價位餐廳。主打客家菜與糖醋魚，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6407,46.51,【天水海鮮館(原北海岸)】。桃園市新屋區。特色餐廳。中式台式。中價位餐廳。主打客家菜與糖醋魚，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_371020000A_000375,金門牛家莊,店名叫「牛家莊」，牛肉料理自是非凡！年輕老闆喜歡創新，當金門有名的油條遇到牛肉時，樸實又嚼勁，幻化出美妙的滋味。老闆堅持以金門牛肉烹製美食佳餚；店內料理物超所值，前往用餐的顧客每回都能有不同的驚豔享受，本店亦是部落客們推薦平民牛肉餐的熱門餐館！招牌牛肉麵、各式牛料理、合菜,金門縣金城鎮民族路318弄5號,886-82-320099,,,$$,2812.0,金門縣,金城鎮,10:00-14:30 ; 17:00-21:30,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/%E9%87%91%E9%96%80%E7%89%9B%E5%AE%B6%E8%8E%8A-149912848384537/,https://www.google.com/maps/search/?api=1&query=%E9%87%91%E9%96%80%E7%89%9B%E5%AE%B6%E8%8E%8A%20%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E9%8E%AE%E6%B0%91%E6%97%8F%E8%B7%AF318%E5%BC%845%E8%99%9F,118.31413,24.4309,Islands,Active/Open,2434.0,10.0,ChIJi99JVWyiFDQRyCKXTwLYupg,,【金門牛家莊】。金門縣金城鎮。特色餐廳。中式台式。中價位餐廳。主打牛肉麵與牛肉餐，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6403,46.38,【金門牛家莊】。金門縣金城鎮。特色餐廳。中式台式。中價位餐廳。主打牛肉麵與牛肉餐，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376600000A_000180,東園軒餐廳,脆皮炸子雞東園軒餐廳的命名寓含「東區園林茗軒」之意，園內的景觀完全仿造江南園林建築風格，綜合各名園的精華而規劃，希望到此一遊的朋友們，都能感受到賞景、品茗、用餐原來可以那麼的詩情畫意、令人心曠神怡。推薦的「脆皮炸子雞」為粵式炸雞，常見於廣東、香港、澳門的酒樓。不同於一般炸雞將雞放入油鍋中炸熟，而是將已醃漬入味的生雞掛起，再於生雞上不斷澆淋滾油直至雞隻皮脆肉滑。雖然在工序和時間相對較繁瑣，且以油炸的方式烹飪而成，但吃起來卻不覺得油膩，只覺令人吮指回味不已。,嘉義市東區大雅路二段350號,886-5-2719080,,,$$,573.0,嘉義市,東區,星期日 10:00~21:00；星期一 10:00~21:00；星期二 10:00~21:00；星期三 10:00~21:00；星期四 10:00~21:00；星期五 10:00~21:00；星期六 10:00~21:00,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/DongXuanYuan/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E5%9C%92%E8%BB%92%E9%A4%90%E5%BB%B3%20%E5%98%89%E7%BE%A9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%A4%A7%E9%9B%85%E8%B7%AF%E4%BA%8C%E6%AE%B5350%E8%99%9F,120.47498,23.47747,South,Active/Open,3388.0,10.0,ChIJw_V3nlOUbjQRtIan-bC8xSo,,【東園軒餐廳】。嘉義市東區。特色餐廳。中價位餐廳。主打詩情畫意與雞隻，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6399,46.21,【東園軒餐廳】。嘉義市東區。特色餐廳。中價位餐廳。主打詩情畫意與雞隻，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376580000A_000146,竹塹林記美食,人說回憶是最美的，可是我的回憶是最刻骨銘心！回想當年，從對岸結束了工作，投靠在新竹市香山的岳母家。吃到岳母親手做的滷味，勾起我對做滷味的興趣，發現傳統市場要創新一定要以衛生、口味、品質、品牌等管理方法，才能打造屬於自己的好口碑。如今滷味已成功打出名號，為了感念岳母傳授她的私房手藝，也藉此協助推動香山觀光產業，於是結合文創意象，打造『香山阿母私房滷味』這個品牌。希望能讓更多人吃到這創新的茶香美食，品嚐過香山阿母私房滷味的朋友們也能感受到滷味創新的「心」吃法。招牌茶香鴨翅選用優質本產鴨翅，配上新鮮辣椒，加上精選的台灣烏龍茶以時間、慢火讓滷汁完全進入骨髓入味，吃起來肉質Q彈，不老又有茶香，辣又不刺激，讓你不只是平時聊天、喝茶，更是聚會最好搭配的滷味，吃一口香山阿母的私房滷味，讓你口腔充滿著獨到的香味久久不散，同時讓你一口接一口，想停也停不下來，一吃就上癮。,新竹市中華路五段420巷56號,886-3-5399539,,,$$,577.0,新竹市,香山區,二~日11:00-22:00，週一店休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/Linji1993,https://www.google.com/maps/search/?api=1&query=%E7%AB%B9%E5%A1%B9%E6%9E%97%E8%A8%98%E7%BE%8E%E9%A3%9F%20%E6%96%B0%E7%AB%B9%E5%B8%82%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%94%E6%AE%B5420%E5%B7%B756%E8%99%9F,120.916586,24.775408,North,Active/Open,,,ChIJqSnQUb5KaDQR3pf0thJlVE4,380.0,【竹塹林記美食】。新竹市香山區。特色店家。中價位餐廳。主打烏龍茶與肉質，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色店家,"{'category': '特色店家', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': True}",0.6393,46.0,【竹塹林記美食】。新竹市香山區。特色店家。中價位餐廳。主打烏龍茶與肉質，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_395000000A_002231,輝哥本產牛肉爐,環境愜意、湯頭至上。這間傳統火鍋餐廳以深厚的熬湯功力聞名，提供多款豐富的套餐與湯品選擇。招牌涮牛肉湯頭嚴選牛腩大骨、蔬菜與多種水果，並結合獨家藥包熬製 14 小時，打造出濃郁卻不油膩的獨門風味。不論是單點或是精緻套餐，那份回甘鮮甜的滋味，總能讓來訪的饕客口齒留香，是體驗傳統火鍋文化的理想去處。,臺南市717仁德區中山路60號,886-6-2702647,,,$$,198.0,臺南市,歸仁區,週二~週日11:30–14:00、17:00–21:00，週一休息,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/profile.php?id=100057652862659,https://www.google.com/maps/search/?api=1&query=%E8%BC%9D%E5%93%A5%E6%9C%AC%E7%94%A2%E7%89%9B%E8%82%89%E7%88%90%20%E8%87%BA%E5%8D%97%E5%B8%82717%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF60%E8%99%9F,120.29222,22.967,South,Active/Open,2684.0,10.0,ChIJQ0wEGFlxbjQRMrqj5xNjLYA,,【輝哥本產牛肉爐】。臺南市歸仁區。特色餐廳。中價位餐廳。主打涮牛肉與湯頭，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6384,45.67,【輝哥本產牛肉爐】。臺南市歸仁區。特色餐廳。中價位餐廳。主打涮牛肉與湯頭，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
