ID,Name,Description,Add,Tel,CoverImage,TagsStr,PriceLevel,AvgPrice,City,Town,ServiceTime,Parking,Payment,Website,GoogleMap,Px,Py,Region,Google_Status,Google_Reviews,Google_Photos,Place_ID,desc_len
C3_395000000A_001964,呷霸浮水魚羹,營業時間：09：00~20：30有別於一般以虱目魚漿做成的魚丸，「呷霸白北浮水魚羹」選用深海白北魚做原料，再混合鴨蛋一起攪打，配上魚骨熬製的高湯，可說是相當特別的料理。,臺南市700中西區民族路二段343號,886-6-2233634,,,$,334,臺南市,中西區,週一~週日09:00–20:00,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/p/%E5%91%B7%E9%9C%B8%E7%99%BD%E8%85%B9%E6%B5%AE%E6%B0%B4%E9%AD%9A%E7%BE%B9%E5%B0%88%E8%B3%A3%E5%BA%97-100063777018181/,https://www.google.com/maps/search/?api=1&query=%E5%91%B7%E9%9C%B8%E6%B5%AE%E6%B0%B4%E9%AD%9A%E7%BE%B9%20%E8%87%BA%E5%8D%97%E5%B8%82700%E4%B8%AD%E8%A5%BF%E5%8D%80%E6%B0%91%E6%97%8F%E8%B7%AF%E4%BA%8C%E6%AE%B5343%E8%99%9F,120.20248,22.99677,South,Active/Open,383,10,ChIJcV-RgmF2bjQRoXD_48bOURU,
C3_376490000A_000890,韓國戀人(Korealover),韓風新潮貨櫃餐廳整齊劃一的翠綠草地之上，矗立著時下最流行的低彩度貨櫃風韓風餐館，光從外表看來就像是一座裝置藝術。除了可以於店外大草坪與大陽傘蔭下，飽餐道地的紫菜飯捲、韓式三明治，可也別忘留點胃囊給每日限量的美好甜點！,麥寮鄉霄仁路50號(車水馬龍自助洗車場旁),886-5-7878887,,,$,266,雲林縣,麥寮鄉,11:00-19:00五六11:00-21:00一二三公休,請參考周邊路邊停車格或收費停車場,Cash,https://www.instagram.com/__korealover__?igsh=M2hqaTFkNWF2NG9i,https://www.google.com/maps/search/?api=1&query=%E9%9F%93%E5%9C%8B%E6%88%80%E4%BA%BA%20%ED%95%9C%EA%B5%AD%EC%9D%98%20%EC%97%B0%EC%9D%B8%20Korealover%20%E9%BA%A5%E5%AF%AE%E9%84%89%E9%9C%84%E4%BB%81%E8%B7%AF50%E8%99%9F%28%E8%BB%8A%E6%B0%B4%E9%A6%AC%E9%BE%8D%E8%87%AA%E5%8A%A9%E6%B4%97%E8%BB%8A%E5%A0%B4%E6%97%81%29,120.2652,23.75212,Central,Active/Open,498,10,ChIJq3IWbiCvbjQRebJyvwPgUiY,
C3_376490000A_000894,雲林100碗(凹凸咖啡館),台灣生活美學史進行式，百坪古宅咖啡香日治時期三菱企業的圖南產業宿舍群落腳斗六，就在這美麗的日式庭院、房舍內開展了輝煌歷史，曾擔負遠東最大咖啡工廠的生產任務。現在亦有文創咖啡店進駐，值得拜訪賞景。,雲林縣斗六市雲中街9巷12號,886-5-5379880,,,$$,605,雲林縣,斗六市,11:30-21:00一二公休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/ottocoffe/,https://www.google.com/maps/search/?api=1&query=%E5%87%B9%E5%87%B8%E5%92%96%E5%95%A1%E5%9C%96%E5%8D%97%E9%A4%A8%20%E6%96%97%E5%85%AD%E5%B8%82%E9%9B%B2%E6%9E%97%E8%B7%AF%E4%BA%8C%E6%AE%B516%E5%B7%B714%E8%99%9F,120.5328,23.70648,Central,Active/Open,1185,10,ChIJH5NxTDvIbjQRC5DCz6KVV9I,
C3_376430000A_001786,賓帥活魚湘菜餐廳,今天發現了個超級愛國菜的店！賓帥活魚湘菜餐廳的湘菜味道真的是飢餓必吃的，口感甜美又有足夠的咸味！氣氛也很優雅和舒適，我們來這裡時還是晚上，餐桌燈光Dim Dim，服務員幽音清晰，是個超級高質量的餐廳！ (AI熱情推薦),桃園市325龍潭區中正路三林段616號1樓,886-3-4713375,,,$$$,2867,桃園市,龍潭區,平日10:30~14:00，16:30~20:30，假日10:00~21:00,請參考周邊路邊停車格或收費停車場,Cash,http://travel.tycg.gov.tw/zh-tw/Consume/Detail/1786,https://www.google.com/maps/search/?api=1&query=%E8%B3%93%E5%B8%A5%E6%B4%BB%E9%AD%9A%E6%B9%98%E8%8F%9C%E9%A4%90%E5%BB%B3%20%E6%A1%83%E5%9C%92%E5%B8%82325%E9%BE%8D%E6%BD%AD%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%B8%89%E6%9E%97%E6%AE%B5616%E8%99%9F1%E6%A8%93,121.23665,24.84409,North,Active/Open,554,10,ChIJ6fwljpg9aDQR-r5gLxBtWtQ,
C3_376490000A_001438,虎尾眷村眷味廚房,眷味廚房以手工牛肉麵及充滿眷村風味的美食，成為虎尾建國眷村的必訪餐廳。,雲林縣虎尾鎮73號,886-5-6220985,,,$,311,雲林縣,虎尾鎮,電話預約,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/huweijianguoculture/,https://www.google.com/maps/search/?api=1&query=%E7%9C%B7%E5%91%B3%E5%BB%9A%E6%88%BF%20%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE73%E8%99%9F,120.4212,23.71399,Central,Active/Open,27,10,ChIJnfgeyuKxbjQRHWDl9-dMO5s,
C3_395000000A_002231,輝哥本產牛肉爐,環境愜意、湯頭至上。這間傳統火鍋餐廳以深厚的熬湯功力聞名，提供多款豐富的套餐與湯品選擇。招牌涮牛肉湯頭嚴選牛腩大骨、蔬菜與多種水果，並結合獨家藥包熬製 14 小時，打造出濃郁卻不油膩的獨門風味。不論是單點或是精緻套餐，那份回甘鮮甜的滋味，總能讓來訪的饕客口齒留香，是體驗傳統火鍋文化的理想去處。,臺南市717仁德區中山路60號,886-6-2702647,,,$,198,臺南市,歸仁區,週二~週日11:30–14:00、17:00–21:00，週一休息,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/profile.php?id=100057652862659,https://www.google.com/maps/search/?api=1&query=%E8%BC%9D%E5%93%A5%E6%9C%AC%E7%94%A2%E7%89%9B%E8%82%89%E7%88%90%20%E8%87%BA%E5%8D%97%E5%B8%82717%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF60%E8%99%9F,120.29222,22.967,South,Active/Open,2684,10,ChIJQ0wEGFlxbjQRMrqj5xNjLYA,
C3_376470000A_000169,松本坊彩頭酥創始店,在現任負責人施政宏的苦心鑽研開發下，本店招牌彩頭酥堅持純手工桿皮、用鹹蘿蔔絲當內餡，加上甜味綠豆沙餡，以半鹹酥中和在一起的特殊口感著稱，近年研發出紅豆、山藥、綠茶、芋頭、松子五種口味。,彰化縣鹿港鎮中山路417號,886-4-7775351,,,$$,886,彰化縣,鹿港鎮,平日10:00-19:00，假日09:00-20:00，電話洽詢,請參考周邊路邊停車格或收費停車場,Cash,https://matsumoto.tw/,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E6%9C%AC%E5%9D%8A%E5%BD%A9%E9%A0%AD%E9%85%A5%E5%89%B5%E5%A7%8B%E5%BA%97%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF417%E8%99%9F,120.430973,24.059065,Central,Active/Open,82,10,ChIJdznBaeNFaTQR3JCYc4v9eUg,
C3_387000000A_004808,石全石美石鍋專賣店,全新的美食享受，精心研發韓式新口味，更符合台灣民眾的味蕾!,臺中市427潭子區興華一路303號,886-4-25333012,,,$$,926,臺中市,潭子區,"11:00–14:00, 17:00–21:00",請參考周邊路邊停車格或收費停車場,Cash,http://www.stonepot.com.tw/,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E5%85%A8%E7%9F%B3%E7%BE%8E%E7%9F%B3%E9%8D%8B%E5%B0%88%E8%B3%A3%E5%BA%97%20%E8%87%BA%E4%B8%AD%E5%B8%82427%E6%BD%AD%E5%AD%90%E5%8D%80%E8%88%88%E8%8F%AF%E4%B8%80%E8%B7%AF303%E8%99%9F,120.70349,24.21082,Central,Active/Open,,,ChIJy8KO2HoXaTQRxNeUNOzwDUE,
C3_376480000A_000443,鱒龍風格餐館,主打產地直送、山泉養殖的鱒龍風格餐館，致力於呈現鱘龍魚與虹鱒的極致鮮美。烹調風格簡練而大氣，保留了食材原始的鮮度與彈牙口感。在這裡，餐桌不只是饗宴，更是一場遠離塵囂、與大自然對話的感官體驗。,南投縣鹿谷鄉興產路80之10號,886-492753968,,,$$,290,南投縣,鹿谷鄉,10:00~20:00,請參考周邊路邊停車格或收費停車場,Cash,https://shitou.okgo.tw/shop/11752.html,https://www.google.com/maps/search/?api=1&query=%E9%BE%8D%E5%B1%B1%E9%A4%90%E9%A4%A8%20%E5%8D%97%E6%8A%95%E7%B8%A3%E9%B9%BF%E8%B0%B7%E9%84%89%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%BA%8C%E6%AE%B5421%E8%99%9F,120.7504998,23.7376577,Central,Active/Open,537,10,ChIJa0vO88XTbjQRXBdPb33SAFc,
C3_376470000A_000220,西門肉圓仔湯,西門肉圓仔湯最好吃的當然就是招牌「肉圓仔湯」（鹹湯圓），外皮類似水晶餃皮，吃起來Q彈有嚼勁，再配一碗魷魚肉羹，真是超級享受！,彰化縣彰化市永興街56號,886-4-7244505,,,$$,850,彰化縣,彰化市,16:10–19:30，週一、二休,請參考周邊路邊停車格或收費停車場,Cash,http://paas.cmoremap.com.tw/pda_1_4_memo_2.php?mid=&t1id=10&ttable=changhua_20120209204809&tid1=5&ttable1=changhua_20120304165537&tid2=81&maid=changhua&ttable2=,https://www.google.com/maps/search/?api=1&query=%E8%A5%BF%E9%96%80%E8%82%89%E5%9C%93%E4%BB%94%E6%B9%AF%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E6%B0%B8%E8%88%88%E8%A1%9756%E8%99%9F,120.538398,24.078989,Central,Active/Open,246,10,ChIJjQaVtpE4aTQR01Huw9ySVYI,
C3_376560000A_000404,清心飲食店,"清心飲食店，一家坐落於純真樸實漁村的四十幾年""貝殼""老店，伴隨著自然人文風情，足以挑動嚐鮮的忙碌人們深底的靈魂，駛向無盡的歡愉之旅。由於澎湖新鮮的空氣及乾淨的海水，使得生猛海鮮得以不斷供應，也使得店主兼主廚的呂九屏先生(原名""酒瓶""，後由有緣知音老友蔣故總統經國先生更名)，展現純熟又衛生的日式手藝，加上他與其子女之間的默契和服務的精神，完成ㄧ道道美味迷人的佳餚，像限定每人當場只能吃ㄧ尾且不准外帶的炸大蝦；叫人讚不絕口的清蒸石斑魚；令人愛不釋手的龍蝦三吃；夏季盛產的小管數吃；美食饕客必點的生魚片、生蚵仔、生海膽；配上澎湖特產的南瓜炒米粉、清炒ㄌ絲瓜；熱愛快炒燒烤人士不能錯過的烤蝦蛄、烤大蚌、烤雞肉、炒海瓜子及清爽口味的生醋鐘螺、蟳粥等等。也許，您是因碧海藍天、清新空氣或另ㄧ種蕭瑟空靈的美而來到澎湖；也許您是因為壯觀的跨海大橋、通樑大榕樹、古砲台而來到西嶼；",881 澎湖縣西嶼鄉池東村77-2號,886-6-9981128,,,$$$,1658,澎湖縣,西嶼鄉,11:00-14:30; 17:00-19:00,請參考周邊路邊停車格或收費停車場,Cash,https://page.line.me/qor5251q,https://www.google.com/maps/search/?api=1&query=%E6%B8%85%E5%BF%83%E9%A3%B2%E9%A3%9F%E5%BA%97%20881%20%E6%BE%8E%E6%B9%96%E7%B8%A3%E8%A5%BF%E5%B6%BC%E9%84%89%E6%B1%A0%E6%9D%B1%E6%9D%9177-2%E8%99%9F,119.50751,23.60016,Islands,Active/Open,2758,10,ChIJFytPr39ZbDQR3gmLzo05ARE,
C3_382000000A_207485,大胖活海鮮,想在水岸邊尋找高 CP 值的美味？這間環境明亮、設有大型露台的餐廳，供應著令人驚豔的平價海鮮料理。店內特選鮮魚與多樣海產，招牌的瀨尿蝦肉質鮮甜，胡椒鳳螺與鯊魚羹更是饕客點名必吃的經典。最棒的是，坐在露台座位就能將落日美景盡收眼底。鮮甜的海味佐以淡水夕陽，讓這裡成為享受生活平靜的最佳去處。,新北市251淡水區觀海路37-1號(漁人碼頭商店街),886-2-28051178,,,$,357,新北市,淡水區,10:30~23:30 全年無休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/fat.sefood/?locale=zh_TW,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E8%83%96%E6%B4%BB%E6%B5%B7%E9%AE%AE%20%E6%96%B0%E5%8C%97%E5%B8%82251%E6%B7%A1%E6%B0%B4%E5%8D%80%E8%A7%80%E6%B5%B7%E8%B7%AF37-1%E8%99%9F%28%E6%BC%81%E4%BA%BA%E7%A2%BC%E9%A0%AD%E5%95%86%E5%BA%97%E8%A1%97%29,121.41313,25.18186,North,Active/Open,3389,10,ChIJt42ixTalQjQRONw31pFQIws,
C3_376470000A_000191,石心爌肉飯,石心焢肉飯、土魠魚羹、肉臊飯都相當有名，到伸港時可以去品嚐。,彰化縣伸港鄉中山東路142號,886-4-7985935,,,$$,726,彰化縣,伸港鄉,09:30-14:00，16:00-19:30,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/pages/%E4%BC%B8%E6%B8%AF-%E7%9F%B3%E5%BF%83%E7%88%8C%E8%82%89%E9%A3%AF/194160483968247,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E5%BF%83%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E4%BC%B8%E6%B8%AF%E9%84%89%E4%B8%AD%E5%B1%B1%E6%9D%B1%E8%B7%AF142%E8%99%9F,120.487253,24.147241,Central,Active/Open,490,10,ChIJ52CA_uNAaTQR7NXHw0LeA7U,
C3_376470000A_000202,貓鼠麵,貓鼠麵自日據時代創立，大家一開始都會被「貓鼠麵」的名稱嚇一跳，其實貓鼠麵裡沒有貓肉、鼠肉等奇怪的食材，是源於當初老闆動作俐落如「老鼠仔」，臺語音譯而成為「貓鼠麵」。,彰化縣彰化市陳稜路223號,886-4-7268376,,,$,249,彰化縣,彰化市,09:00-20:30，週四休,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/p/%E8%B2%93%E9%BC%A0%E9%BA%B5-100057350774168/?locale=zh_TW,https://www.google.com/maps/search/?api=1&query=%E8%B2%93%E9%BC%A0%E9%BA%B5%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E9%99%B3%E7%A8%9C%E8%B7%AF223%E8%99%9F,120.538891,24.079441,Central,Active/Open,2444,10,ChIJ0_J2h5o4aTQR5eIO1yVk2Hc,
C3_376500000A_000077,竹林樓,山野美味  中埔重現<br/><br/>阿里山不只有日出美景，亦孕育出多種新鮮食材，過去非得上山才能享有，今日山下也能品嘗其美味，因為「竹林樓」就近在中埔。竹林樓第一代老闆，早期在奮起湖經營山產餐廳，因為手藝受到肯定，老闆將屬於山野的美味帶下山，分享給更多人。<br/><br/>,嘉義縣中埔鄉和美村中山路五段452號,886-5-2301001,,,$$,458,嘉義縣,中埔鄉,11:00~21:00,請參考周邊路邊停車格或收費停車場,Cash,https://hoppietw.pixnet.net/blog/posts/10026386207,https://www.google.com/maps/search/?api=1&query=%E7%AB%B9%E6%9E%97%E6%A8%93%20%E5%98%89%E7%BE%A9%E7%B8%A3%E4%B8%AD%E5%9F%94%E9%84%89%E5%92%8C%E7%BE%8E%E6%9D%91%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%BA%94%E6%AE%B5452%E8%99%9F,120.4633,23.45173,South,Active/Open,610,10,ChIJoZqfm2-UbjQR4bLdgtRZ1BI,
